Project	Class Name	Class Author Count	Project Author Count	Revision Count	LOC	CBO	DIT	LCOM	NOC	RFC	WMC	LSR
wikipedia-map-reduce	TCharByteHash	1	5	1	15	2	3	70	1	47	18	0.41
wikipedia-map-reduce	TFloatFloatHash	1	5	1	15	2	3	70	1	47	18	0.41
wikipedia-map-reduce	TCharShortHashMap	1	5	1	8	13	4	73	0	87	40	0.41
wikipedia-map-reduce	Base	1	5	1	5	0	1	98	0	7	7	0.41
wikipedia-map-reduce	TIntIntMapDecorator	1	5	1	10	1	2	71	0	19	19	0.41
wikipedia-map-reduce	IdentityReduce	1	5	1	6	0	2	0	0	1	1	0.41
wikipedia-map-reduce	TFloatArrayStack	1	5	1	5	2	1	70	0	19	19	0.41
wikipedia-map-reduce	TIntListDecorator	1	5	1	4	1	2	55	0	10	10	0.41
wikipedia-map-reduce	TShortHash	1	5	2	12	3	3	64	2	43	14	0.41
wikipedia-map-reduce	InitialLinkMapReduce	2	5	6	23	3	1	0	0	1	1	0.41
wikipedia-map-reduce	TFloatByteHashMap	1	5	2	8	13	4	73	0	87	40	0.41
wikipedia-map-reduce	ArticlesForEditors	1	5	3	23	2	2	83	0	2	2	0.41
wikipedia-map-reduce	TUnmodifiableCharFloatMap	1	5	1	1	8	1	82	0	32	32	0.41
wikipedia-map-reduce	TIntObjectHashMap	1	5	2	7	13	4	82	0	79	36	0.41
wikipedia-map-reduce	TShortObjectHashMap	1	5	2	7	13	4	82	0	79	36	0.41
wikipedia-map-reduce	TIntArrayStack	1	5	1	5	2	1	70	0	19	19	0.41
wikipedia-map-reduce	CategoryDistance	1	5	1	4	0	1	40	0	5	5	0.41
wikipedia-map-reduce	TSynchronizedFloatObjectMap	1	5	1	3	8	1	60	0	30	30	0.41
wikipedia-map-reduce	WorkingClass	2	5	3	9	3	1	50	0	1	1	0.41
wikipedia-map-reduce	TUnmodifiableShortObjectMap	1	5	1	1	7	1	81	0	28	28	0.41
wikipedia-map-reduce	TLongHash	1	5	2	12	3	3	64	2	43	14	0.41
wikipedia-map-reduce	TUnmodifiableFloatIntMap	1	5	1	1	8	1	82	0	32	32	0.41
wikipedia-map-reduce	Step6DocSimFormatter	1	5	4	21	3	2	100	0	2	2	0.41
wikipedia-map-reduce	TFloatByteHash	1	5	1	15	2	3	70	1	47	18	0.41
wikipedia-map-reduce	TLongShortHashMap	1	5	2	8	13	4	73	0	87	40	0.41
wikipedia-map-reduce	TSynchronizedLongByteMap	1	5	1	3	9	1	61	0	34	34	0.41
wikipedia-map-reduce	CitationParser	1	5	5	23	7	1	80	0	5	5	0.41
wikipedia-map-reduce	RevisionLengthData	1	5	5	18	3	1	0	0	1	1	0.41
wikipedia-map-reduce	TstampSorterReducer	1	5	2	14	3	2	66	0	6	6	0.41
wikipedia-map-reduce	TUnmodifiableByteDoubleMap	1	5	1	1	8	1	82	0	32	32	0.41
wikipedia-map-reduce	TSynchronizedLongList	1	5	1	3	3	2	50	1	68	41	0.41
wikipedia-map-reduce	TObjectLongMapDecorator	1	5	1	9	1	2	64	0	17	17	0.41
wikipedia-map-reduce	TUnmodifiableDoubleList	1	5	1	1	3	2	73	1	65	40	0.41
wikipedia-map-reduce	Step4DocSimScorer	1	5	1	16	3	2	50	0	2	2	0.41
wikipedia-map-reduce	TSynchronizedFloatList	1	5	1	3	3	2	50	1	68	41	0.41
wikipedia-map-reduce	TUnmodifiableRandomAccessDoubleList	1	5	1	3	0	3	100	0	68	3	0.41
wikipedia-map-reduce	TUnmodifiableShortCollection	1	5	1	1	2	1	76	2	25	25	0.41
wikipedia-map-reduce	CitationCounter	1	5	3	27	2	2	0	0	2	2	0.41
